"pnro","nimi","kunta","maakunta","hinta2016keski","hinta2016min","hinta2016max","trendi2016keski","trendi2016min","trendi2016max"
"44150","Likolahti-Karhunlähde","Äänekoski","Keski-Suomi",1000,960,1040,-1.4,-2.7,-0.2
"41940","Vesanka","Jyväskylä","Keski-Suomi",1040,940,1150,-4.5,-5.6,-3.5
"43500","Karstula Keskus","Karstula","Keski-Suomi",1010,940,1070,-1.2,-3,0.7
"41140","Kuikka","Jyväskylä","Keski-Suomi",1020,930,1120,-4.7,-6,-3.5
"41860","Rannila","Jyväskylä","Keski-Suomi",1020,920,1120,-4.9,-6.2,-3.5
"41920","Kintaus","Petäjävesi","Keski-Suomi",1020,920,1130,-4.7,-5.8,-3.6
"41450","Leppälahti","Jyväskylä","Keski-Suomi",1020,910,1120,-4.8,-6.2,-3.4
"44160","Huutomäki","Äänekoski","Keski-Suomi",1010,910,1090,-1.6,-2.7,-0.6
"41230","Uurainen Keskus","Uurainen","Keski-Suomi",970,900,1050,-4.5,-6.3,-2.9
"41660","Toivakka Keskus","Toivakka","Keski-Suomi",970,900,1030,-4.1,-5.7,-2.7
"44300","Konnevesi Keskus","Konnevesi","Keski-Suomi",950,900,1000,-2.5,-4,-0.9
"44800","Pihtipudas Keskus","Pihtipudas","Keski-Suomi",960,900,1020,-1.8,-3.3,-0.4
"41290","Kangashäkki","Uurainen","Keski-Suomi",990,890,1090,-4.7,-6.2,-3.3
"41490","Niemisjärvi","Hankasalmi","Keski-Suomi",1000,890,1110,-4.9,-6.3,-3.6
"41820","Saakoski","Jyväskylä","Keski-Suomi",990,890,1080,-5.1,-6.4,-3.7
"41925","Ylä-Kintaus","Petäjävesi","Keski-Suomi",1000,890,1100,-4.9,-6,-3.7
"41440","Ruuhimäki","Toivakka","Keski-Suomi",990,880,1090,-5.1,-6.5,-3.7
"43130","Tarvaala","Saarijärvi","Keski-Suomi",990,880,1100,-2.1,-3.7,-0.5
"44170","Hietama","Äänekoski","Keski-Suomi",960,870,1050,-1.9,-3,-0.8
"41210","Jokihaara","Uurainen","Keski-Suomi",970,860,1070,-4.8,-6.3,-3.4
"42700","Keuruu Keskus","Keuruu","Keski-Suomi",890,860,920,-6.2,-7.3,-5.1
"44190","Parantala","Äänekoski","Keski-Suomi",960,860,1050,-1.9,-3,-0.8
"41180","Vehniä","Laukaa","Keski-Suomi",950,850,1050,-5,-6.6,-3.5
"41410","Kankainen","Toivakka","Keski-Suomi",960,850,1060,-5.3,-6.6,-3.9
"43250","Kolkanlahti","Saarijärvi","Keski-Suomi",930,850,1020,-2.3,-3.7,-0.8
"43700","Kyyjärvi Keskus","Kyyjärvi","Keski-Suomi",930,850,1020,-1.9,-4,0.1
"41270","Lannevesi","Saarijärvi","Keski-Suomi",950,840,1050,-5,-6.5,-3.6
"41840","Moksi","Jyväskylä","Keski-Suomi",940,840,1030,-5.5,-6.8,-4.2
"17780","Harmoinen","Kuhmoinen","Keski-Suomi",920,830,1020,-3.9,-5.2,-2.6
"41630","Oravasaari","Jyväskylä","Keski-Suomi",920,830,1020,-5,-6.3,-3.7
"41980","Kuivasmäki","Petäjävesi","Keski-Suomi",940,830,1040,-5.3,-6.5,-4.1
"44400","Konginkangas Keskus","Äänekoski","Keski-Suomi",910,830,970,-2.5,-3.6,-1.6
"44420","Liimattala","Äänekoski","Keski-Suomi",900,830,970,-2.6,-3.6,-1.6
"17800","Kuhmoinen Keskus","Kuhmoinen","Keski-Suomi",880,820,940,-4.4,-6.2,-2.7
"41220","Höytiä","Uurainen","Keski-Suomi",930,820,1030,-5.1,-6.6,-3.7
"43270","Kalmari","Saarijärvi","Keski-Suomi",900,820,990,-2.5,-4,-1
"43640","Humppi","Karstula","Keski-Suomi",900,820,990,-2.5,-4,-1
"41870","Putkilahti","Jyväskylä","Keski-Suomi",900,810,1000,-5.7,-7.1,-4.4
"41880","Oittila","Jyväskylä","Keski-Suomi",910,810,1000,-5.7,-7,-4.4
"43240","Lehtola","Saarijärvi","Keski-Suomi",890,810,980,-2.6,-4,-1.1
"43440","Pylkönmäki Keskus","Saarijärvi","Keski-Suomi",890,810,980,-2.6,-4.1,-1.1
"43480","Pääjärvi","Saarijärvi","Keski-Suomi",890,810,980,-2.6,-4,-1.1
"43540","Rantakylä-Pirttilahti","Karstula","Keski-Suomi",920,810,1020,-2.1,-3.9,-0.3
"17840","Harjunsalmi","Kuhmoinen","Keski-Suomi",910,800,1000,-4.2,-5.6,-2.7
"41260","Hoikankylä","Saarijärvi","Keski-Suomi",910,800,1010,-5.2,-6.7,-3.9
"43220","Mahlu","Saarijärvi","Keski-Suomi",880,800,960,-2.7,-4.1,-1.2
"43800","Kivijärvi Keskus-Sompala","Kivijärvi","Keski-Suomi",880,800,960,-2.7,-4.1,-1.2
"44220","Sörkänmäki","Äänekoski","Keski-Suomi",890,800,970,-2.7,-3.9,-1.5
"44330","Hytölä","Konnevesi","Keski-Suomi",890,800,980,-2.7,-4.1,-1.4
"17930","Päijälä","Kuhmoinen","Keski-Suomi",880,790,980,-4.1,-5.5,-2.8
"17970","Puukkoinen","Kuhmoinen","Keski-Suomi",880,790,980,-4.1,-5.5,-2.8
"41970","Huttula","Keuruu","Keski-Suomi",900,790,1000,-5.6,-6.9,-4.4
"43610","Aho","Karstula","Keski-Suomi",870,790,950,-2.8,-4.2,-1.3
"44640","Kymönkoski","Viitasaari","Keski-Suomi",860,790,920,-2.9,-3.9,-1.9
"19650","Joutsa Keskus","Joutsa","Keski-Suomi",810,780,850,-7.2,-8.7,-5.9
"41240","Kyynämöinen","Uurainen","Keski-Suomi",890,780,1000,-5.4,-6.9,-4
"41520","Hankasalmi Keskus","Hankasalmi","Keski-Suomi",820,780,860,-6.2,-7.6,-4.8
"42720","Valkealahti","Keuruu","Keski-Suomi",880,780,990,-6.1,-7.3,-5
"43660","Vastinki","Karstula","Keski-Suomi",860,780,940,-2.8,-4.3,-1.3
"44880","Muurasjärvi","Pihtipudas","Keski-Suomi",880,780,970,-2.5,-3.9,-1.1
"44910","Elämäjärvi","Pihtipudas","Keski-Suomi",850,780,920,-2.9,-4,-1.9
"44920","Peninki","Pihtipudas","Keski-Suomi",850,780,920,-2.9,-4,-1.9
"44950","Kärväsjärvi","Pihtipudas","Keski-Suomi",850,780,910,-2.9,-4,-1.9
"42140","Juokslahti","Jämsä","Keski-Suomi",870,770,960,-6.8,-7.8,-5.8
"43520","Kiminki","Karstula","Keski-Suomi",880,770,980,-2.3,-4.1,-0.5
"43940","Muhola-Saarensalmi","Kinnula","Keski-Suomi",880,770,980,-2.7,-4.3,-1
"44350","Istunmäki","Konnevesi","Keski-Suomi",870,770,960,-2.9,-4.4,-1.5
"44610","Kärnä","Viitasaari","Keski-Suomi",840,770,900,-3,-4.2,-2
"44730","Löytänä","Viitasaari","Keski-Suomi",840,770,900,-3,-4.1,-2
"44740","Keitelepohja-Kotvala","Viitasaari","Keski-Suomi",840,770,900,-3,-4.2,-2
"44790","Kotvala","Viitasaari","Keski-Suomi",840,770,910,-3,-4.1,-2
"17850","Pihlajakoski","Kuhmoinen","Keski-Suomi",860,760,960,-4.5,-6,-3
"17870","Ruolahti","Kuhmoinen","Keski-Suomi",870,760,960,-4.5,-6,-2.9
"17950","Kylämä","Kuhmoinen","Keski-Suomi",850,760,940,-4.4,-5.8,-3
"41530","Veneranta","Hankasalmi","Keski-Suomi",840,760,920,-5.5,-6.7,-4
"41550","Hannula","Hankasalmi","Keski-Suomi",830,760,910,-5.6,-6.8,-4.1
"43840","Sompala","Kivijärvi","Keski-Suomi",840,760,920,-2.9,-4.5,-1.5
"43900","Kinnula Keskus","Kinnula","Keski-Suomi",900,760,1040,-2.7,-4.7,-0.7
"44250","Äänekoivisto","Äänekoski","Keski-Suomi",850,760,930,-3,-4.3,-1.9
"44480","Niinilahti","Viitasaari","Keski-Suomi",830,760,900,-3,-4.2,-2
"44580","Huopanankoski","Viitasaari","Keski-Suomi",860,760,960,-3,-4.3,-1.7
"44630","Kumpumäki","Viitasaari","Keski-Suomi",830,760,890,-3.1,-4.2,-2.1
"44760","Keihärinkoski","Viitasaari","Keski-Suomi",830,760,900,-3,-4.2,-2
"44770","Valkeisjärvi","Viitasaari","Keski-Suomi",830,760,900,-3,-4.2,-2
"43300","Kannonkoski Keskus","Kannonkoski","Keski-Suomi",800,750,860,-3.1,-4.9,-1.2
"43490","Kangasaho","Karstula","Keski-Suomi",830,750,910,-3,-4.6,-1.5
"44440","Räihä","Äänekoski","Keski-Suomi",820,750,890,-3.1,-4.2,-2.1
"44460","Kalaniemi","Äänekoski","Keski-Suomi",820,750,880,-3.1,-4.3,-2.1
"44530","Ilmolahti","Viitasaari","Keski-Suomi",840,750,940,-3.1,-4.5,-1.8
"44860","Alvajärvi","Pihtipudas","Keski-Suomi",850,750,940,-2.7,-4.2,-1.3
"41580","Sauvamäki","Hankasalmi","Keski-Suomi",820,740,900,-5.7,-6.9,-4.2
"44320","Sirkkamäki","Konnevesi","Keski-Suomi",840,740,940,-3.1,-4.6,-1.7
"44670","Suovanlahti","Viitasaari","Keski-Suomi",810,740,880,-3.1,-4.3,-2.1
"44680","Lahnanen","Viitasaari","Keski-Suomi",810,740,870,-3.2,-4.4,-2.2
"41540","Ristimäki","Hankasalmi","Keski-Suomi",810,730,890,-5.7,-6.9,-4.2
"41560","Säkinmäki","Hankasalmi","Keski-Suomi",810,730,880,-5.8,-7,-4.3
"42800","Haapamäki","Keuruu","Keski-Suomi",800,730,860,-6.4,-7.5,-5.5
"43170","Häkkilä","Saarijärvi","Keski-Suomi",840,730,930,-3.1,-4.7,-1.4
"43420","Kukko","Saarijärvi","Keski-Suomi",810,730,890,-3.2,-4.8,-1.7
"43560","Vahanka","Karstula","Keski-Suomi",840,730,940,-2.6,-4.5,-0.8
"43720","Kumpulainen","Kyyjärvi","Keski-Suomi",830,730,920,-3,-4.9,-1
"44370","Mäntymäki","Konnevesi","Keski-Suomi",830,730,930,-3.2,-4.7,-1.8
"44970","Korppinen","Pihtipudas","Keski-Suomi",800,730,860,-3.3,-4.5,-2.2
"43340","Kannonjärvi","Kannonkoski","Keski-Suomi",830,720,920,-3.1,-4.9,-1.3
"44260","Vihijärvi","Äänekoski","Keski-Suomi",800,720,880,-3.4,-4.6,-2.2
"44590","Vuorilahti","Viitasaari","Keski-Suomi",820,720,910,-3.3,-4.7,-2
"19910","Tammijärvi","Luhanka","Keski-Suomi",790,710,860,-6.4,-7.8,-5
"35400","Länkipohja","Jämsä","Keski-Suomi",800,710,910,-4.6,-6.5,-2.7
"43390","Lokakylä","Kivijärvi","Keski-Suomi",810,710,910,-3.2,-5,-1.4
"19920","Pappinen","Joutsa","Keski-Suomi",780,700,850,-6.5,-7.9,-5.1
"42300","Jämsänkoski Keskus","Jämsä","Keski-Suomi",730,700,760,-6.7,-8.1,-5.3
"43430","Väätäiskylä","Multia","Keski-Suomi",780,700,860,-3.4,-5,-1.8
"44280","Sumiainen Keskus","Äänekoski","Keski-Suomi",780,700,850,-3.4,-5,-1.7
"19670","Mieskonmäki","Joutsa","Keski-Suomi",780,690,860,-7.4,-8.8,-6
"19950","Luhanka","Luhanka","Keski-Suomi",760,690,830,-6.6,-8.1,-5.2
"41710","Rutalahti-Kivisuo","Joutsa","Keski-Suomi",770,690,850,-5.8,-7.2,-4.4
"43960","Saarensalmi","Kinnula","Keski-Suomi",810,690,910,-3.3,-5,-1.5
"42440","Koskenpää","Jämsä","Keski-Suomi",740,680,800,-6.9,-8,-5.9
"42520","Asunta","Keuruu","Keski-Suomi",740,680,800,-6.9,-8,-5.9
"42330","Haavisto","Jämsä","Keski-Suomi",760,670,850,-6.8,-8.1,-5.5
"42560","Pohjoisjärvi","Keuruu","Keski-Suomi",730,670,790,-7,-8.1,-5.9
"42820","Riiho","Keuruu","Keski-Suomi",740,670,800,-6.9,-8,-5.9
"44200","Suolahti Keskus","Äänekoski","Keski-Suomi",690,670,720,-4.4,-5.6,-3.2
"42910","Pihlajavesi","Keuruu","Keski-Suomi",720,660,780,-7,-8.2,-6
"41750","Havumäki","Joutsa","Keski-Suomi",730,650,810,-6.1,-7.4,-4.6
"42600","Multia Keskus-Väätäiskylä","Multia","Keski-Suomi",700,650,750,-6.7,-8.2,-4.9
"35630","Suinula-Valkamanperä","Jämsä","Keski-Suomi",710,640,790,-5,-6.6,-3.4
"42930","Katajamäki","Keuruu","Keski-Suomi",710,640,770,-7.2,-8.3,-6.1
"35820","Asemakulma-Mustalahti","Jämsä","Keski-Suomi",680,630,730,-5.5,-7.2,-3.9
"35610","Pihlaisto","Jämsä","Keski-Suomi",700,620,780,-5.1,-6.7,-3.5
"41500","Hankasalmi Asemanseutu","Hankasalmi","Keski-Suomi",660,610,700,-6.2,-7.6,-4.6
"41730","Kivisuo","Joutsa","Keski-Suomi",700,610,780,-6.3,-7.8,-4.9
"42660","Sahrajärvi","Multia","Keski-Suomi",700,610,780,-7.1,-8.6,-5.6
"35600","Halli","Jämsä","Keski-Suomi",640,590,700,-5.2,-7.1,-3.4
"41770","Leivonmäki","Joutsa","Keski-Suomi",630,580,670,-6.3,-8,-4.8
"42220","Kaipola","Jämsä","Keski-Suomi",590,550,640,-7,-8.6,-5.5
"48310","Mussalo","Kotka","Kymenlaakso",1700,1640,1770,-4.9,-6,-3.7
"45100","Kouvola Keskus","Kouvola","Kymenlaakso",1460,1420,1510,-2.4,-3.3,-1.5
"48100","Kotkansaari","Kotka","Kymenlaakso",1440,1400,1480,-6,-6.9,-5.1
"45120","Kotkankallio-Vahteranmäki","Kouvola","Kymenlaakso",1440,1390,1490,-2.4,-3.5,-1.5
"48800","Otsola-Mäntykangas","Kotka","Kymenlaakso",1330,1270,1390,-5.6,-6.9,-4.3
"48710","Koivula","Kotka","Kymenlaakso",1440,1250,1630,-5.5,-7.1,-4
"45130","Korjala-Kaunisnurmi","Kouvola","Kymenlaakso",1230,1190,1270,-3.1,-4,-2.1
"45360","Kukkuramäki","Kouvola","Kymenlaakso",1230,1170,1280,-4.3,-5.6,-3
"49220","Siltakylä","Pyhtää","Kymenlaakso",1250,1160,1350,-7.8,-9.6,-5.8
"45720","Kotiharju-Ruhjonmäki","Kouvola","Kymenlaakso",1220,1150,1280,-3.2,-4.5,-1.9
"48410","Kaukola","Kotka","Kymenlaakso",1200,1140,1270,-5.7,-7.2,-4.3
"45370","Valkeala kk","Kouvola","Kymenlaakso",1190,1130,1240,-4.1,-5.4,-2.8
"48400","Sutela","Kotka","Kymenlaakso",1140,1100,1180,-6.7,-7.8,-5.6
"48600","Karhula","Kotka","Kymenlaakso",1130,1090,1160,-5.7,-6.7,-4.5
"45610","Koria","Kouvola","Kymenlaakso",1100,1050,1140,-4,-5.1,-2.8
"45750","Kuusankosken Sairaala-alue","Kouvola","Kymenlaakso",1150,1050,1250,-2.8,-3.9,-1.8
"45200","Tornionmäki","Kouvola","Kymenlaakso",1080,1040,1120,-3.6,-4.7,-2.5
"49400","Hamina Keskus","Hamina","Kymenlaakso",1070,1030,1110,-9.7,-10.9,-8.4
"47400","Kausala","Iitti","Kymenlaakso",1080,1020,1130,-3.1,-4.8,-1.4
"49210","Huutjärvi","Pyhtää","Kymenlaakso",1090,1020,1150,-8.2,-10,-6.6
"45160","Lehtomäki","Kouvola","Kymenlaakso",1020,990,1050,-4.8,-5.6,-3.9
"48130","Katariina","Kotka","Kymenlaakso",1070,990,1140,-6.6,-7.9,-5.4
"48300","Ruonala","Kotka","Kymenlaakso",1090,990,1200,-6.5,-8,-5
"45700","Kuusankoski Keskus","Kouvola","Kymenlaakso",1020,980,1050,-3,-4.1,-1.9
"48770","Ristinkallio","Kotka","Kymenlaakso",1020,970,1070,-6.9,-8.2,-5.6
"45740","Maunuksela","Kouvola","Kymenlaakso",1020,960,1070,-3.9,-5.2,-2.6
"45330","Harju","Kouvola","Kymenlaakso",1050,950,1160,-4.4,-5.5,-3.2
"45150","Kankaronmäki-Eskolanmäki","Kouvola","Kymenlaakso",970,940,1010,-4.4,-5.4,-3.5
"45810","Pilkanmaa","Kouvola","Kymenlaakso",1000,940,1070,-4.2,-5,-3.4
"48810","Rantahaka","Kotka","Kymenlaakso",1070,940,1180,-6.6,-8.1,-4.8
"48720","Kymi","Kotka","Kymenlaakso",1000,910,1080,-6.9,-8,-5.9
"48200","Hovinsaari","Kotka","Kymenlaakso",920,890,950,-6.8,-8.1,-5.7
"48700","Kyminlinna","Kotka","Kymenlaakso",930,890,960,-6.6,-7.8,-5.4
"45410","Utti","Kouvola","Kymenlaakso",940,880,1010,-4.5,-5.4,-3.7
"48210","Toukolan Sairaala-Alue","Kotka","Kymenlaakso",960,880,1040,-6.6,-7.6,-5.6
"48750","Nikeli","Kotka","Kymenlaakso",980,880,1070,-7.1,-8.2,-6.1
"48910","Suulisniemi","Kotka","Kymenlaakso",920,880,970,-7.3,-8.6,-6
"48930","Tiutinen","Kotka","Kymenlaakso",970,880,1050,-7.2,-8.4,-6.1
"46910","Anjala","Kouvola","Kymenlaakso",920,860,990,-4.9,-6.5,-3.2
"49200","Heinlahti","Pyhtää","Kymenlaakso",950,860,1040,-8.9,-10.3,-7.6
"47460","Hiisiö","Iitti","Kymenlaakso",980,850,1100,-3.7,-5.5,-2.1
"45460","Savero","Kouvola","Kymenlaakso",900,840,970,-4.8,-5.8,-3.9
"49420","Uusi-Summa","Hamina","Kymenlaakso",880,840,920,-9.4,-10.8,-8.1
"54490","Ahomäki","Miehikkälä","Kymenlaakso",950,840,1040,-4.8,-6.2,-3.3
"49410","Poitsila","Hamina","Kymenlaakso",870,830,920,-9.8,-11.2,-8.3
"49490","Neuvoton","Hamina","Kymenlaakso",900,830,970,-9.9,-11.5,-8.4
"46810","Ummeljoki","Kouvola","Kymenlaakso",880,820,950,-6.2,-7.8,-4.6
"48220","Metsola","Kotka","Kymenlaakso",870,820,910,-6.5,-7.7,-5.2
"49240","Purolanlahti","Pyhtää","Kymenlaakso",920,820,1020,-9.2,-10.6,-7.8
"49270","Pyhtää kk","Pyhtää","Kymenlaakso",920,820,1020,-9.2,-10.6,-7.8
"49610","Sivatti","Hamina","Kymenlaakso",890,820,960,-9.1,-10.2,-7.9
"47110","Löytty","Kouvola","Kymenlaakso",900,810,990,-3.9,-5.5,-2.5
"47520","Iitti kk","Iitti","Kymenlaakso",900,810,980,-4,-5.6,-2.5
"49300","Tavastila","Kotka","Kymenlaakso",870,810,940,-9.2,-10.4,-8
"46860","Anjalankoski Keskus","Kouvola","Kymenlaakso",890,800,980,-5.5,-7.1,-4.2
"47830","Hasula","Kouvola","Kymenlaakso",890,800,970,-4,-5.7,-2.6
"48900","Sunila","Kotka","Kymenlaakso",830,790,870,-7.1,-8.4,-5.9
"49630","Vehkajoki","Hamina","Kymenlaakso",860,790,920,-9.4,-10.6,-8.1
"47150","Raussila","Kouvola","Kymenlaakso",870,780,940,-4.2,-5.8,-2.7
"47450","Erottaja","Iitti","Kymenlaakso",900,780,1010,-4.2,-6,-2.7
"49290","Vastila","Pyhtää","Kymenlaakso",890,780,990,-9.5,-11,-8
"46800","Myllykoski","Kouvola","Kymenlaakso",810,770,850,-6.2,-7.7,-4.7
"47310","Haapa-Kimola","Iitti","Kymenlaakso",850,770,930,-4.3,-5.9,-2.8
"47440","Sääskjärvi","Iitti","Kymenlaakso",880,770,1000,-4.3,-6.1,-2.8
"47540","Löyttilä","Iitti","Kymenlaakso",850,770,930,-4.3,-5.9,-2.8
"47650","Kimola","Kouvola","Kymenlaakso",850,770,920,-4.3,-6,-2.8
"47810","Selänpää","Kouvola","Kymenlaakso",850,770,930,-4.3,-6,-2.8
"47900","Vuohijärvi","Kouvola","Kymenlaakso",850,770,930,-4.3,-5.9,-2.8
"49480","Vanha-Summa","Hamina","Kymenlaakso",830,770,900,-10.2,-11.4,-9
"49700","Miehikkälä Kirkonkylä","Miehikkälä","Kymenlaakso",830,770,890,-9.6,-10.9,-8.3
"49860","Klamila","Virolahti","Kymenlaakso",830,760,890,-9.6,-10.9,-8.3
"45940","Oravala","Kouvola","Kymenlaakso",840,750,940,-4.8,-6,-3.6
"46750","Liikkala","Kouvola","Kymenlaakso",830,750,910,-5.8,-7.1,-4.4
"47260","Ratula","Kouvola","Kymenlaakso",850,750,940,-4.2,-5.9,-2.5
"47610","Kymentaka","Iitti","Kymenlaakso",830,750,910,-4.4,-6.1,-3
"47850","Verla","Kouvola","Kymenlaakso",830,750,910,-4.4,-6.1,-3
"47490","Mankala-Hiisiö","Iitti","Kymenlaakso",860,740,970,-4.5,-6.3,-2.9
"48230","Korela-Jylppy","Kotka","Kymenlaakso",800,740,870,-7.3,-8.7,-5.8
"49340","Juurikorpi","Kotka","Kymenlaakso",810,740,870,-9.8,-11.1,-8.4
"49640","Paijärvi","Hamina","Kymenlaakso",810,740,870,-9.8,-11.1,-8.4
"49730","Muurikkala","Miehikkälä","Kymenlaakso",800,740,870,-9.8,-11.1,-8.5
"49750","Kalliokoski","Miehikkälä","Kymenlaakso",800,740,870,-9.8,-11.1,-8.5
"49760","Suur-Miehikkälä","Miehikkälä","Kymenlaakso",810,740,870,-9.8,-11.1,-8.4
"49770","Salo-Miehikkälä","Miehikkälä","Kymenlaakso",800,740,870,-9.8,-11.1,-8.4
"49840","Mäntlahti","Hamina","Kymenlaakso",810,740,870,-9.8,-11.1,-8.4
"19160","Huutotöyry","Iitti","Kymenlaakso",800,720,860,-6.4,-7.8,-5
"46730","Ruotila","Kouvola","Kymenlaakso",810,720,880,-5.9,-7.3,-4.5
"49660","Pyhältö","Hamina","Kymenlaakso",790,720,850,-9.9,-11.3,-8.6
"46140","Vekaranjärvi","Kouvola","Kymenlaakso",790,710,870,-6,-7.4,-4.6
"46400","Kaipiainen","Kouvola","Kymenlaakso",790,710,870,-6,-7.4,-4.6
"46710","Sippola","Kouvola","Kymenlaakso",800,710,870,-6,-7.4,-4.6
"46900","Inkeroinen","Kouvola","Kymenlaakso",760,710,800,-6.1,-7.7,-4.5
"47710","Jaala kk","Kouvola","Kymenlaakso",790,710,870,-4.4,-6.6,-2.1
"49930","Vaalimaa","Virolahti","Kymenlaakso",800,710,880,-10,-11.4,-8.5
"46230","Aro","Kouvola","Kymenlaakso",790,700,860,-6.1,-7.5,-4.6
"46430","Tirva-Inkerilä","Kouvola","Kymenlaakso",780,700,860,-6.1,-7.5,-4.7
"46450","Enäjärvi","Kouvola","Kymenlaakso",790,700,860,-6.1,-7.5,-4.6
"47200","Elimäki kk","Kouvola","Kymenlaakso",740,700,780,-5,-6.8,-3.1
"49780","Onkamaa","Hamina","Kymenlaakso",770,700,830,-10.1,-11.4,-8.7
"49960","Ala-Pihlaja","Virolahti","Kymenlaakso",790,700,870,-10.2,-11.6,-8.6
"46110","Tuohikotti","Kouvola","Kymenlaakso",770,690,850,-6.2,-7.5,-4.7
"49720","Hurttala","Miehikkälä","Kymenlaakso",760,690,830,-10.1,-11.5,-8.8
"49980","Ravijoki","Virolahti","Kymenlaakso",780,690,870,-10.2,-11.7,-8.7
"46930","Huruksela","Kotka","Kymenlaakso",760,680,850,-6.2,-7.8,-4.7
"47910","Hillosensalmi","Kouvola","Kymenlaakso",760,680,830,-5,-6.8,-3.5
"49540","Metsäkylä","Hamina","Kymenlaakso",760,680,830,-10,-11.4,-8.6
"45910","Voikkaa","Kouvola","Kymenlaakso",710,670,750,-4.7,-6,-3.3
"46950","Ahvio","Kouvola","Kymenlaakso",760,670,840,-6.2,-7.8,-4.7
"46960","Muhniemi","Kouvola","Kymenlaakso",760,670,850,-6.2,-7.8,-4.7
"49520","Reitkalli","Hamina","Kymenlaakso",760,670,830,-10,-11.5,-8.6
"49570","Kannusjärvi","Hamina","Kymenlaakso",740,660,820,-10.2,-11.7,-8.8
"49900","Virolahti Keskus","Virolahti","Kymenlaakso",700,660,740,-11.1,-12.7,-9.4
"46570","Saaramaa","Kouvola","Kymenlaakso",740,650,810,-6.5,-7.9,-4.9
"47760","Huhdasjärvi","Kouvola","Kymenlaakso",750,650,840,-5,-6.8,-3.1
"49460","Hillo","Hamina","Kymenlaakso",680,650,720,-10.6,-12,-9.2
"48350","Karhuvuori","Kotka","Kymenlaakso",670,640,690,-7.9,-9.1,-6.9
"49510","Husula","Hamina","Kymenlaakso",620,590,650,-10.5,-12,-9
"99130","Sirkka-Rauhala","Kittilä","Lappi",2180,1990,2380,-4.5,-6.8,-2.1
"96100","Rovaniemi Keskus","Rovaniemi","Lappi",1940,1870,2000,0.2,-0.9,1.3
"95970","Äkäslompolo","Kolari","Lappi",2030,1850,2220,-1.9,-3.7,-0.3
"96900","Saarenkylä","Rovaniemi","Lappi",1840,1760,1910,-3.4,-4.7,-2.2
"99830","Saariselkä","Inari","Lappi",1980,1760,2230,-4.8,-7.2,-2.5
"96200","Sahanperä-Ratantaus","Rovaniemi","Lappi",1750,1690,1810,-1.8,-2.9,-0.8
"96300","Niemelänkangas-Korvanniemi","Rovaniemi","Lappi",1710,1650,1770,-2.5,-3.6,-1.4
"95400","Tornio Keskus","Tornio","Lappi",1660,1580,1730,-1.1,-2.4,0.2
"96400","Pullinranta-Kiiruna","Rovaniemi","Lappi",1580,1520,1650,-2.6,-3.9,-1.4
"96460","Pöykkölä","Rovaniemi","Lappi",1590,1510,1660,-2.3,-3.4,-1.2
"96190","Lapinrinne-Ahokangas","Rovaniemi","Lappi",1550,1500,1610,-1.4,-2.6,-0.2
"95450","Kirkonmäki","Tornio","Lappi",1410,1350,1480,-2.8,-4.1,-1.5
"96800","Ylikylä-Patosaari","Rovaniemi","Lappi",1410,1320,1510,-2.6,-4.1,-1.1
"96910","Syväsenvaara","Rovaniemi","Lappi",1330,1270,1400,-3,-4.3,-1.7
"99180","Rautusjärvi","Kittilä","Lappi",1420,1250,1580,-6.4,-8.7,-4.2
"99140","Köngäs-Hanhivaara","Kittilä","Lappi",1410,1240,1580,-6.5,-8.7,-4.3
"95420","Miukki-Palosaari-Luotomäki","Tornio","Lappi",1290,1230,1340,-2.8,-4,-1.6
"95920","Saaripudas","Kolari","Lappi",1390,1220,1540,-3.2,-4.6,-1.9
"96930","Napapiiri Rovaniemi","Rovaniemi","Lappi",1340,1220,1450,-4,-5.1,-2.8
"99100","Kittilä Keskus","Kittilä","Lappi",1330,1220,1430,-6.8,-9.1,-4.6
"99110","Kaukonen","Kittilä","Lappi",1390,1210,1550,-6.6,-8.9,-4.5
"96960","Someroharju","Rovaniemi","Lappi",1310,1200,1410,-4,-5.5,-2.6
"95980","Ylläsjärvi","Kolari","Lappi",1350,1190,1510,-3.4,-4.8,-2.1
"99135","Rauhala","Kittilä","Lappi",1350,1170,1510,-7,-9.3,-4.8
"99740","Syväjärvi","Sodankylä","Lappi",1310,1170,1440,-5.7,-7.5,-3.9
"95410","Kiviranta","Tornio","Lappi",1220,1160,1270,-3.2,-4.5,-1.8
"99150","Tepasto","Kittilä","Lappi",1330,1150,1490,-7.2,-9.5,-5
"99160","Lompolo-Pulju","Kittilä","Lappi",1340,1150,1500,-7.1,-9.4,-4.9
"99300","Muonio Keskus","Muonio","Lappi",1290,1150,1410,-5.8,-7.7,-4
"99870","Inari Keskus-Lemmenjoki","Inari","Lappi",1310,1150,1470,-6.3,-8.6,-3.9
"96700","Niskanperä","Rovaniemi","Lappi",1220,1140,1300,-3.9,-4.8,-3.1
"99120","Kallo","Kittilä","Lappi",1320,1140,1480,-7.3,-9.6,-5
"99560","Orakylä","Sodankylä","Lappi",1270,1140,1390,-5.9,-7.8,-4.1
"99400","Enontekiö Keskus","Enontekiö","Lappi",1250,1130,1380,-6,-7.9,-4.1
"99710","Vaalajärvi","Sodankylä","Lappi",1260,1130,1380,-6,-7.9,-4.1
